,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0051701,"ENSG00000100554,ENSG00000159720,ENSG00000117410,ENSG00000131100,ENSG00000155097,ENSG00000113732,ENSG00000147416,ENSG00000033627,ENSG00000136888","ATP6V1D,ATP6V0D1,ATP6V0B,ATP6V1E1,ATP6V1C1,ATP6V0E1,ATP6V1B2,ATP6V0A1,ATP6V1G1",biological_process,interaction with host,10,9,43,5.11002935615,-1.02769769794
GO:0022900,"ENSG00000103018,ENSG00000181061,ENSG00000149485,ENSG00000166347,ENSG00000100348,ENSG00000172115,ENSG00000198431,ENSG00000164258,ENSG00000136810","CYB5B,HIGD1A,FADS1,CYB5A,TXN2,CYCS,TXNRD1,NDUFS4,TXN",biological_process,electron transport chain,10,9,45,5.11002935615,-1.02769769794
GO:0000080,"ENSG00000170315,ENSG00000134480,ENSG00000094880,ENSG00000020426,ENSG00000134058,ENSG00000221983,ENSG00000114126,ENSG00000151465,ENSG00000143947","UBB,CCNH,CDC23,MNAT1,CDK7,UBA52,TFDP2,CDC123,RPS27A",biological_process,G1 phase of mitotic cell cycle,10,9,41,5.11002935615,-1.02769769794
GO:0042059,"ENSG00000170315,ENSG00000141367,ENSG00000042753,ENSG00000070831,ENSG00000143947,ENSG00000161203,ENSG00000177885,ENSG00000221983,ENSG00000136738","UBB,CLTC,AP2S1,CDC42,RPS27A,AP2M1,GRB2,UBA52,STAM",biological_process,negative regulation of epidermal growth factor receptor signaling pathway,10,9,35,5.11002935615,-1.02769769794
GO:0046777,"ENSG00000013441,ENSG00000134001,ENSG00000055332,ENSG00000149269,ENSG00000101266,ENSG00000101109,ENSG00000164885,ENSG00000151422,ENSG00000100749","CLK1,EIF2S1,EIF2AK2,PAK1,CSNK2A1,STK4,CDK5,FER,VRK1",biological_process,protein autophosphorylation,10,9,165,5.11002935615,-1.02769769794
GO:0043524,"ENSG00000116288,ENSG00000067560,ENSG00000166333,ENSG00000167815,ENSG00000131238,ENSG00000169139,ENSG00000096384,ENSG00000100644,ENSG00000095002","PARK7,RHOA,ILK,PRDX2,PPT1,UBE2V2,HSP90AB1,HIF1A,MSH2",biological_process,negative regulation of neuron apoptotic process,10,9,100,5.11002935615,-1.02769769794
GO:0090382,"ENSG00000100554,ENSG00000159720,ENSG00000117410,ENSG00000131100,ENSG00000155097,ENSG00000113732,ENSG00000147416,ENSG00000033627,ENSG00000136888","ATP6V1D,ATP6V0D1,ATP6V0B,ATP6V1E1,ATP6V1C1,ATP6V0E1,ATP6V1B2,ATP6V0A1,ATP6V1G1",biological_process,phagosome maturation,10,9,48,5.11002935615,-1.02769769794
GO:0006892,"ENSG00000092108,ENSG00000109971,ENSG00000141367,ENSG00000087086,ENSG00000143761,ENSG00000167996,ENSG00000135441,ENSG00000116521,ENSG00000134644","SCFD1,HSPA8,CLTC,FTL,ARF1,FTH1,BLOC1S1,SCAMP3,PUM1",biological_process,post-Golgi vesicle-mediated transport,10,9,40,5.11002935615,-1.02769769794
GO:0006987,"ENSG00000138674,ENSG00000159720,ENSG00000166598,ENSG00000134001,ENSG00000182934,ENSG00000070669,ENSG00000204843,ENSG00000143870,ENSG00000128272","SEC31A,ATP6V0D1,HSP90B1,EIF2S1,SRPR,ASNS,DCTN1,PDIA6,ATF4",biological_process,activation of signaling protein activity involved in unfolded protein response,10,9,68,5.11002935615,-1.02769769794
GO:0006919,"ENSG00000114446,ENSG00000147601,ENSG00000184047,ENSG00000204628,ENSG00000115541,ENSG00000149273,ENSG00000166681,ENSG00000144381,ENSG00000185088","IFT57,TERF1,DIABLO,GNB2L1,HSPE1,RPS3,NGFRAP1,HSPD1,RPS27L",biological_process,activation of cysteine-type endopeptidase activity involved in apoptotic process,10,9,88,5.11002935615,-1.02769769794
GO:0048011,"ENSG00000108953,ENSG00000196591,ENSG00000170315,ENSG00000183520,ENSG00000136238,ENSG00000067560,ENSG00000179222,ENSG00000141367,ENSG00000115310,ENSG00000089820,ENSG00000042753,ENSG00000164305,ENSG00000143933,ENSG00000082701,ENSG00000166681,ENSG00000171720,ENSG00000161203,ENSG00000177885,ENSG00000221983,ENSG00000134313,ENSG00000143947","YWHAE,HDAC2,UBB,UTP11L,RAC1,RHOA,MAGED1,CLTC,RTN4,ARHGAP4,AP2S1,CASP3,CALM2,GSK3B,NGFRAP1,HDAC3,AP2M1,GRB2,UBA52,KIDINS220,RPS27A",biological_process,nerve growth factor receptor signaling pathway,26,21,226,5.02146261654,-1.11626443755
GO:0000236,"ENSG00000154473,ENSG00000108055,ENSG00000074054,ENSG00000153201,ENSG00000007168,ENSG00000175216,ENSG00000182628,ENSG00000117697,ENSG00000164754,ENSG00000101367,ENSG00000068796,ENSG00000163539","BUB3,SMC3,CLASP1,RANBP2,PAFAH1B1,CKAP5,SKA2,NSL1,RAD21,MAPRE1,KIF2A,CLASP2",biological_process,mitotic prometaphase,14,12,88,4.81865676889,-1.3190702852
GO:0006644,"ENSG00000197746,ENSG00000101558,ENSG00000117461,ENSG00000167468,ENSG00000133027,ENSG00000102393,ENSG00000084754,ENSG00000180957,ENSG00000116906,ENSG00000143761,ENSG00000104763,ENSG00000204310","PSAP,VAPA,PIK3R3,GPX4,PEMT,GLA,HADHA,PITPNB,GNPAT,ARF1,ASAH1,AGPAT1",biological_process,phospholipid metabolic process,14,12,260,4.81865676889,-1.3190702852
GO:0007186,"ENSG00000213465,ENSG00000174021,ENSG00000138175,ENSG00000143761,ENSG00000143933,ENSG00000162188,ENSG00000152700,ENSG00000186469,ENSG00000087460,ENSG00000168374,ENSG00000079332,ENSG00000162604","ARL2,GNG5,ARL3,ARF1,CALM2,GNG3,SAR1B,GNG2,GNAS,ARF4,SAR1A,TM2D1",biological_process,G-protein coupled receptor signaling pathway,14,12,1079,4.81865676889,-1.3190702852
GO:0006879,"ENSG00000100554,ENSG00000117410,ENSG00000159720,ENSG00000131100,ENSG00000087086,ENSG00000155097,ENSG00000113732,ENSG00000147416,ENSG00000167996,ENSG00000033627,ENSG00000136888,ENSG00000100644","ATP6V1D,ATP6V0B,ATP6V0D1,ATP6V1E1,FTL,ATP6V1C1,ATP6V0E1,ATP6V1B2,FTH1,ATP6V0A1,ATP6V1G1,HIF1A",biological_process,cellular iron ion homeostasis,14,12,73,4.81865676889,-1.3190702852
GO:0007018,"ENSG00000139116,ENSG00000074935,ENSG00000167552,ENSG00000131966,ENSG00000125971,ENSG00000130294,ENSG00000068796,ENSG00000077380","KIF21A,TUBE1,TUBA1A,ACTR10,DYNLRB1,KIF1A,KIF2A,DYNC1I2",biological_process,microtubule-based movement,9,8,109,4.59882686324,-1.53890019085
GO:0006955,"ENSG00000055163,ENSG00000143621,ENSG00000123737,ENSG00000180228,ENSG00000167996,ENSG00000108561,ENSG00000100528,ENSG00000113141","CYFIP2,ILF2,EXOSC9,PRKRA,FTH1,C1QBP,CNIH1,IK",biological_process,immune response,9,8,561,4.59882686324,-1.53890019085
GO:0019827,"ENSG00000133112,ENSG00000134982,ENSG00000166477,ENSG00000118579,ENSG00000108055,ENSG00000160563,ENSG00000133997,ENSG00000152944","TPT1,APC,LEO1,MED28,SMC3,MED27,MED6,MED21",biological_process,stem cell maintenance,9,8,50,4.59882686324,-1.53890019085
GO:0042254,"ENSG00000134697,ENSG00000163938,ENSG00000117395,ENSG00000107937,ENSG00000137876,ENSG00000126524,ENSG00000089157,ENSG00000231500","GNL2,GNL3,EBNA1BP2,GTPBP4,RSL24D1,SBDS,RPLP0,RPS18",biological_process,ribosome biogenesis,9,8,49,4.59882686324,-1.53890019085
GO:0032981,"ENSG00000123545,ENSG00000168653,ENSG00000164258,ENSG00000110717,ENSG00000106603,ENSG00000075336,ENSG00000155463,ENSG00000115286","NDUFAF4,NDUFS5,NDUFS4,NDUFS8,COA1,TIMM21,OXA1L,NDUFS7",biological_process,mitochondrial respiratory chain complex I assembly,9,8,17,4.59882686324,-1.53890019085
GO:0006890,"ENSG00000095139,ENSG00000111481,ENSG00000092108,ENSG00000122218,ENSG00000184432,ENSG00000105669,ENSG00000143761,ENSG00000129083","ARCN1,COPZ1,SCFD1,COPA,COPB2,COPE,ARF1,COPB1",biological_process,"retrograde vesicle-mediated transport, Golgi to ER",9,8,29,4.59882686324,-1.53890019085
GO:0051865,"ENSG00000082996,ENSG00000080802,ENSG00000119048,ENSG00000077721,ENSG00000108395,ENSG00000198862,ENSG00000163743,ENSG00000077152","RNF13,CNOT4,UBE2B,UBE2A,TRIM37,LTN1,RCHY1,UBE2T",biological_process,protein autoubiquitination,9,8,34,4.59882686324,-1.53890019085
GO:0061418,"ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000100393,ENSG00000221983,ENSG00000154582,ENSG00000100644,ENSG00000143947","RBX1,TCEB2,UBB,EP300,UBA52,TCEB1,HIF1A,RPS27A",biological_process,regulation of transcription from RNA polymerase II promoter in response to hypoxia,9,8,26,4.59882686324,-1.53890019085
GO:0007163,"ENSG00000074054,ENSG00000138071,ENSG00000082701,ENSG00000070831,ENSG00000044115,ENSG00000112186,ENSG00000163539,ENSG00000127603","CLASP1,ACTR2,GSK3B,CDC42,CTNNA1,CAP2,CLASP2,MACF1",biological_process,establishment or maintenance of cell polarity,9,8,24,4.59882686324,-1.53890019085
GO:0001525,"ENSG00000154096,ENSG00000110955,ENSG00000182718,ENSG00000115310,ENSG00000160199,ENSG00000115053,ENSG00000168214,ENSG00000114209,ENSG00000100644,ENSG00000140105,ENSG00000178878","THY1,ATP5B,ANXA2,RTN4,PKNOX1,NCL,RBPJ,PDCD10,HIF1A,WARS,APOLD1",biological_process,angiogenesis,13,11,210,4.37407679348,-1.76365026061
GO:0007507,"ENSG00000116161,ENSG00000075142,ENSG00000163939,ENSG00000141002,ENSG00000164305,ENSG00000253729,ENSG00000100393,ENSG00000114126,ENSG00000117054,ENSG00000163904,ENSG00000154639","CACYBP,SRI,PBRM1,TCF25,CASP3,PRKDC,EP300,TFDP2,ACADM,SENP2,CXADR",biological_process,heart development,13,11,190,4.37407679348,-1.76365026061
GO:0033554,"ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000173933,ENSG00000100393,ENSG00000248643,ENSG00000221983,ENSG00000154582,ENSG00000149269,ENSG00000100644,ENSG00000143947","RBX1,TCEB2,UBB,RBM4,EP300,RBM14-RBM4,UBA52,TCEB1,PAK1,HIF1A,RPS27A",biological_process,cellular response to stress,13,11,44,4.37407679348,-1.76365026061
GO:0007059,"ENSG00000154473,ENSG00000128944,ENSG00000077097,ENSG00000215301,ENSG00000182628,ENSG00000198900,ENSG00000166797,ENSG00000117697,ENSG00000096063,ENSG00000164754,ENSG00000005022","BUB3,KNSTRN,TOP2B,DDX3X,SKA2,TOP1,FAM96A,NSL1,SRPK1,RAD21,SLC25A5",biological_process,chromosome segregation,13,11,71,4.37407679348,-1.76365026061
GO:0030521,"ENSG00000138293,ENSG00000067560,ENSG00000086061,ENSG00000134058,ENSG00000132341,ENSG00000136146,ENSG00000054118","NCOA4,RHOA,DNAJA1,CDK7,RAN,MED4,THRAP3",biological_process,androgen receptor signaling pathway,8,7,49,4.0876687374,-2.05005831669
GO:0043966,"ENSG00000085231,ENSG00000120656,ENSG00000111653,ENSG00000152382,ENSG00000148229,ENSG00000151332,ENSG00000176476","TAF9,TAF12,ING4,TADA1,POLE3,MBIP,CCDC101",biological_process,histone H3 acetylation,8,7,42,4.0876687374,-2.05005831669
GO:0006360,"ENSG00000111358,ENSG00000134480,ENSG00000020426,ENSG00000147669,ENSG00000163882,ENSG00000134058,ENSG00000171453","GTF2H3,CCNH,MNAT1,POLR2K,POLR2H,CDK7,POLR1C",biological_process,transcription from RNA polymerase I promoter,8,7,31,4.0876687374,-2.05005831669
GO:0006139,"ENSG00000114956,ENSG00000088930,ENSG00000004455,ENSG00000130414,ENSG00000106992,ENSG00000138363,ENSG00000076043","DGUOK,XRN2,AK2,NDUFA10,AK1,ATIC,REXO2",biological_process,nucleobase-containing compound metabolic process,8,7,74,4.0876687374,-2.05005831669
GO:0006090,"ENSG00000143158,ENSG00000134333,ENSG00000091140,ENSG00000172270,ENSG00000111716,ENSG00000131828,ENSG00000168291","MPC2,LDHA,DLD,BSG,LDHB,PDHA1,PDHB",biological_process,pyruvate metabolic process,8,7,27,4.0876687374,-2.05005831669
GO:0030512,"ENSG00000129515,ENSG00000023734,ENSG00000090863,ENSG00000221983,ENSG00000170315,ENSG00000172531,ENSG00000143947","SNX6,STRAP,GLG1,UBA52,UBB,PPP1CA,RPS27A",biological_process,negative regulation of transforming growth factor beta receptor signaling pathway,8,7,64,4.0876687374,-2.05005831669
GO:0009790,"ENSG00000152234,ENSG00000153147,ENSG00000181090,ENSG00000077809,ENSG00000113161,ENSG00000111669,ENSG00000164885","ATP5A1,SMARCA5,EHMT1,GTF2I,HMGCR,TPI1,CDK5",biological_process,embryo development,8,7,152,4.0876687374,-2.05005831669
GO:0070936,"ENSG00000119048,ENSG00000182670,ENSG00000078140,ENSG00000077152,ENSG00000077721,ENSG00000145495,ENSG00000170035","UBE2B,TTC3,UBE2K,UBE2T,UBE2A,MARCH6,UBE2E3",biological_process,protein K48-linked ubiquitination,8,7,43,4.0876687374,-2.05005831669
GO:0009987,"ENSG00000196236,ENSG00000092201,ENSG00000108039,ENSG00000257411,ENSG00000136754,ENSG00000111142,ENSG00000170515","XPNPEP3,SUPT16H,XPNPEP1,RP11-603J24.9,ABI1,METAP2,PA2G4",biological_process,cellular process,8,7,32,4.0876687374,-2.05005831669
GO:0031398,"ENSG00000169689,ENSG00000106305,ENSG00000145979,ENSG00000173163,ENSG00000088832,ENSG00000163743,ENSG00000101843","STRA13,AIMP2,TBC1D7,COMMD1,FKBP1A,RCHY1,PSMD10",biological_process,positive regulation of protein ubiquitination,8,7,49,4.0876687374,-2.05005831669
GO:0015949,"ENSG00000004455,ENSG00000243678,ENSG00000198431,ENSG00000106992,ENSG00000011052,ENSG00000239672,ENSG00000136810","AK2,NME1-NME2,TXNRD1,AK1,NME2,NME1,TXN",biological_process,nucleobase-containing small molecule interconversion,8,7,19,4.0876687374,-2.05005831669
GO:0016049,"ENSG00000113328,ENSG00000116586,ENSG00000055044,ENSG00000088930,ENSG00000113732,ENSG00000108654,ENSG00000149357","CCNG1,LAMTOR2,NOP58,XRN2,ATP6V0E1,DDX5,LAMTOR1",biological_process,cell growth,8,7,54,4.0876687374,-2.05005831669
GO:0006361,"ENSG00000111358,ENSG00000134480,ENSG00000020426,ENSG00000147669,ENSG00000163882,ENSG00000134058,ENSG00000171453","GTF2H3,CCNH,MNAT1,POLR2K,POLR2H,CDK7,POLR1C",biological_process,transcription initiation from RNA polymerase I promoter,8,7,31,4.0876687374,-2.05005831669
GO:0042274,"ENSG00000233927,ENSG00000137154,ENSG00000171858,ENSG00000105193,ENSG00000138326,ENSG00000171863,ENSG00000105372","RPS28,RPS6,RPS21,RPS16,RPS24,RPS7,RPS19",biological_process,ribosomal small subunit biogenesis,8,7,13,4.0876687374,-2.05005831669
GO:0006362,"ENSG00000111358,ENSG00000134480,ENSG00000020426,ENSG00000147669,ENSG00000163882,ENSG00000134058,ENSG00000171453","GTF2H3,CCNH,MNAT1,POLR2K,POLR2H,CDK7,POLR1C",biological_process,transcription elongation from RNA polymerase I promoter,8,7,26,4.0876687374,-2.05005831669
GO:0007166,"ENSG00000159128,ENSG00000113712,ENSG00000142166,ENSG00000172270,ENSG00000112983,ENSG00000126457,ENSG00000099991","IFNGR2,CSNK1A1,IFNAR1,BSG,BRD8,PRMT1,CABIN1",biological_process,cell surface receptor signaling pathway,8,7,254,4.0876687374,-2.05005831669
GO:0048205,"ENSG00000095139,ENSG00000111481,ENSG00000122218,ENSG00000184432,ENSG00000105669,ENSG00000143761,ENSG00000129083","ARCN1,COPZ1,COPA,COPB2,COPE,ARF1,COPB1",biological_process,COPI coating of Golgi vesicle,8,7,14,4.0876687374,-2.05005831669
GO:0006363,"ENSG00000111358,ENSG00000134480,ENSG00000020426,ENSG00000147669,ENSG00000163882,ENSG00000134058,ENSG00000171453","GTF2H3,CCNH,MNAT1,POLR2K,POLR2H,CDK7,POLR1C",biological_process,termination of RNA polymerase I transcription,8,7,28,4.0876687374,-2.05005831669
GO:0006461,"ENSG00000103363,ENSG00000020426,ENSG00000171497,ENSG00000115866,ENSG00000155438,ENSG00000134982,ENSG00000149269,ENSG00000136628,ENSG00000116489,ENSG00000102753,ENSG00000155463,ENSG00000134265,ENSG00000198898","TCEB2,MNAT1,PPID,DARS,MKI67IP,APC,PAK1,EPRS,CAPZA1,KPNA3,OXA1L,NAPG,CAPZA2",biological_process,protein complex assembly,16,13,134,4.00111495619,-2.13661209789
GO:0006369,"ENSG00000160201,ENSG00000100028,ENSG00000125351,ENSG00000182004,ENSG00000100650,ENSG00000115875,ENSG00000125835,ENSG00000090060,ENSG00000116754,ENSG00000112081,ENSG00000143977,ENSG00000131795,ENSG00000139343","U2AF1,SNRPD3,UPF3B,SNRPE,SRSF5,SRSF7,SNRPB,PAPOLA,SRSF11,SRSF3,SNRPG,RBM8A,SNRPF",biological_process,termination of RNA polymerase II transcription,16,13,48,4.00111495619,-2.13661209789
GO:0043123,"ENSG00000101558,ENSG00000170315,ENSG00000186908,ENSG00000067560,ENSG00000000003,ENSG00000244687,ENSG00000198160,ENSG00000088832,ENSG00000147649,ENSG00000177889,ENSG00000221983,ENSG00000144136,ENSG00000143947","VAPA,UBB,ZDHHC17,RHOA,TSPAN6,UBE2V1,MIER1,FKBP1A,MTDH,UBE2N,UBA52,SLC20A1,RPS27A",biological_process,positive regulation of I-kappaB kinase/NF-kappaB cascade,16,13,161,4.00111495619,-2.13661209789
GO:0035556,"ENSG00000108953,ENSG00000117632,ENSG00000160049,ENSG00000169189,ENSG00000151422,ENSG00000082701,ENSG00000143776,ENSG00000109046,ENSG00000136238,ENSG00000143771,ENSG00000100528,ENSG00000128656,ENSG00000115239","YWHAE,STMN1,DFFA,NSMCE1,FER,GSK3B,CDC42BPA,WSB1,RAC1,CNIH4,CNIH1,CHN1,GPR75-ASB3",biological_process,intracellular signal transduction,16,13,320,4.00111495619,-2.13661209789
GO:0006112,"ENSG00000166562,ENSG00000114902,ENSG00000174021,ENSG00000131473,ENSG00000151729,ENSG00000108788,ENSG00000162188,ENSG00000140612,ENSG00000186469,ENSG00000087460,ENSG00000177156,ENSG00000204310,ENSG00000005022","SEC11C,SPCS1,GNG5,ACLY,SLC25A4,MLX,GNG3,SEC11A,GNG2,GNAS,TALDO1,AGPAT1,SLC25A5",biological_process,energy reserve metabolic process,16,13,116,4.00111495619,-2.13661209789
GO:0007420,"ENSG00000099246,ENSG00000113328,ENSG00000159720,ENSG00000133026,ENSG00000075239,ENSG00000253729,ENSG00000115839,ENSG00000004455,ENSG00000164258,ENSG00000007168,ENSG00000131238,ENSG00000166165,ENSG00000171634,ENSG00000112972,ENSG00000102038,ENSG00000092621,ENSG00000168374,ENSG00000143156","RAB18,CCNG1,ATP6V0D1,MYH10,ACAT1,PRKDC,RAB3GAP1,AK2,NDUFS4,PAFAH1B1,PPT1,CKB,BPTF,HMGCS1,SMARCA1,PHGDH,ARF4,NME7",biological_process,brain development,23,18,216,3.968034928,-2.16969212608
GO:0007409,"ENSG00000077097,ENSG00000133026,ENSG00000154277,ENSG00000082701,ENSG00000117632,ENSG00000134982,ENSG00000151914,ENSG00000164885,ENSG00000116957,ENSG00000075624","TOP2B,MYH10,UCHL1,GSK3B,STMN1,APC,DST,CDK5,TBCE,ACTB",biological_process,axonogenesis,12,10,107,3.93430846523,-2.20341858886
GO:0002576,"ENSG00000197746,ENSG00000135404,ENSG00000102265,ENSG00000128595,ENSG00000104112,ENSG00000149925,ENSG00000143933,ENSG00000196262,ENSG00000108518,ENSG00000172757","PSAP,CD63,TIMP1,CALU,SCG3,ALDOA,CALM2,PPIA,PFN1,CFL1",biological_process,platelet degranulation,12,10,82,3.93430846523,-2.20341858886
GO:0043928,"ENSG00000075914,ENSG00000204392,ENSG00000123737,ENSG00000175324,ENSG00000120699,ENSG00000114127,ENSG00000077348,ENSG00000171311,ENSG00000110367,ENSG00000170860","EXOSC7,LSM2,EXOSC9,LSM1,EXOSC8,XRN1,EXOSC5,EXOSC1,DDX6,LSM3",biological_process,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,12,10,32,3.93430846523,-2.20341858886
GO:0031175,"ENSG00000101558,ENSG00000103769,ENSG00000133026,ENSG00000168385,ENSG00000135441,ENSG00000126457,ENSG00000164885,ENSG00000092621,ENSG00000189403,ENSG00000130638","VAPA,RAB11A,MYH10,SEPT2,BLOC1S1,PRMT1,CDK5,PHGDH,HMGB1,ATXN10",biological_process,neuron projection development,12,10,91,3.93430846523,-2.20341858886
GO:0006464,"ENSG00000092140,ENSG00000144848,ENSG00000144744,ENSG00000205629,ENSG00000187778,ENSG00000092148,ENSG00000253729,ENSG00000130985,ENSG00000164414,ENSG00000120265,ENSG00000221983,ENSG00000163902,ENSG00000131238,ENSG00000129559,ENSG00000074319,ENSG00000177889,ENSG00000086758,ENSG00000185651,ENSG00000033178,ENSG00000118705","G2E3,ATG3,UBA3,LCMT1,MCRS1,HECTD1,PRKDC,UBA1,SLC35A1,PCMT1,UBA52,RPN1,PPT1,NEDD8,TSG101,UBE2N,HUWE1,UBE2L3,UBA6,RPN2",biological_process,cellular protein modification process,26,20,166,3.8477986391,-2.28992841499
GO:0019886,"ENSG00000104671,ENSG00000135720,ENSG00000138674,ENSG00000175203,ENSG00000042753,ENSG00000138107,ENSG00000141367,ENSG00000137100,ENSG00000204843,ENSG00000152700,ENSG00000143761,ENSG00000161203,ENSG00000088986,ENSG00000068796,ENSG00000077380","DCTN6,DYNC1LI2,SEC31A,DCTN2,AP2S1,ACTR1A,CLTC,DCTN3,DCTN1,SAR1B,ARF1,AP2M1,DYNLL1,KIF2A,DYNC1I2",biological_process,antigen processing and presentation of exogenous peptide antigen via MHC class II,19,15,159,3.77659986125,-2.36112719284
GO:0045454,"ENSG00000178980,ENSG00000115514,ENSG00000100348,ENSG00000198431,ENSG00000213593,ENSG00000091140,ENSG00000100823,ENSG00000142669,ENSG00000143870,ENSG00000211450,ENSG00000167004,ENSG00000136810","SEPW1,TXNDC9,TXN2,TXNRD1,TMX2,DLD,APEX1,SH3BGRL3,PDIA6,C11orf31,PDIA3,TXN",biological_process,cell redox homeostasis,15,12,63,3.60957097656,-2.52815607753
GO:0018279,"ENSG00000129562,ENSG00000244038,ENSG00000120697,ENSG00000180398,ENSG00000138674,ENSG00000163902,ENSG00000152700,ENSG00000118705,ENSG00000074695,ENSG00000100417,ENSG00000167004,ENSG00000198856","DAD1,DDOST,ALG5,MCFD2,SEC31A,RPN1,SAR1B,RPN2,LMAN1,PMM1,PDIA3,OSTC",biological_process,protein N-linked glycosylation via asparagine,15,12,94,3.60957097656,-2.52815607753
GO:0016358,"ENSG00000196655,ENSG00000149269,ENSG00000136238,ENSG00000140463,ENSG00000196586,ENSG00000196591","TRAPPC4,PAK1,RAC1,BBS4,MYO6,HDAC2",biological_process,dendrite development,7,6,43,3.57655497074,-2.56117208334
GO:0000413,"ENSG00000084072,ENSG00000171497,ENSG00000196262,ENSG00000088832,ENSG00000166794,ENSG00000173486","PPIE,PPID,PPIA,FKBP1A,PPIB,FKBP2",biological_process,protein peptidyl-prolyl isomerization,7,6,25,3.57655497074,-2.56117208334
GO:0006665,"ENSG00000197746,ENSG00000101558,ENSG00000104763,ENSG00000102393,ENSG00000173409,ENSG00000111897","PSAP,VAPA,ASAH1,GLA,ARV1,SERINC1",biological_process,sphingolipid metabolic process,7,6,90,3.57655497074,-2.56117208334
GO:0007160,"ENSG00000119185,ENSG00000067560,ENSG00000166333,ENSG00000127990,ENSG00000136238,ENSG00000164885","ITGB1BP1,RHOA,ILK,SGCE,RAC1,CDK5",biological_process,cell-matrix adhesion,7,6,85,3.57655497074,-2.56117208334
GO:0001934,"ENSG00000070831,ENSG00000121989,ENSG00000204628,ENSG00000075151,ENSG00000163904,ENSG00000189403","CDC42,ACVR2A,GNB2L1,EIF4G3,SENP2,HMGB1",biological_process,positive regulation of protein phosphorylation,7,6,104,3.57655497074,-2.56117208334
GO:0007584,"ENSG00000129562,ENSG00000149485,ENSG00000100348,ENSG00000116906,ENSG00000113161,ENSG00000239900","DAD1,FADS1,TXN2,GNPAT,HMGCR,ADSL",biological_process,response to nutrient,7,6,78,3.57655497074,-2.56117208334
GO:0032480,"ENSG00000170315,ENSG00000197111,ENSG00000145782,ENSG00000106052,ENSG00000221983,ENSG00000143947","UBB,PCBP2,ATG12,TAX1BP1,UBA52,RPS27A",biological_process,negative regulation of type I interferon production,7,6,34,3.57655497074,-2.56117208334
GO:0050999,"ENSG00000120992,ENSG00000142546,ENSG00000080824,ENSG00000121989,ENSG00000150787,ENSG00000143933","LYPLA1,NOSIP,HSP90AA1,ACVR2A,PTS,CALM2",biological_process,regulation of nitric-oxide synthase activity,7,6,21,3.57655497074,-2.56117208334
GO:0030307,"ENSG00000085231,ENSG00000067560,ENSG00000123737,ENSG00000170242,ENSG00000215301,ENSG00000101843","TAF9,RHOA,EXOSC9,USP47,DDX3X,PSMD10",biological_process,positive regulation of cell growth,7,6,71,3.57655497074,-2.56117208334
GO:0009653,"ENSG00000073792,ENSG00000129559,ENSG00000198755,ENSG00000136238,ENSG00000136231,ENSG00000088986","IGF2BP2,NEDD8,RPL10A,RAC1,IGF2BP3,DYNLL1",biological_process,anatomical structure morphogenesis,7,6,127,3.57655497074,-2.56117208334
GO:0006754,"ENSG00000165629,ENSG00000152234,ENSG00000149925,ENSG00000241837,ENSG00000070961,ENSG00000110955","ATP5C1,ATP5A1,ALDOA,ATP5O,ATP2B1,ATP5B",biological_process,ATP biosynthetic process,7,6,38,3.57655497074,-2.56117208334
GO:0009060,"ENSG00000010256,ENSG00000173660,ENSG00000117118,ENSG00000135441,ENSG00000239900,ENSG00000155463","UQCRC1,UQCRH,SDHB,BLOC1S1,ADSL,OXA1L",biological_process,aerobic respiration,7,6,21,3.57655497074,-2.56117208334
GO:0070979,"ENSG00000119048,ENSG00000141552,ENSG00000094880,ENSG00000077721,ENSG00000176386,ENSG00000089053,ENSG00000185651,ENSG00000077152,ENSG00000170035","UBE2B,ANAPC11,CDC23,UBE2A,CDC26,ANAPC5,UBE2L3,UBE2T,UBE2E3",biological_process,protein K11-linked ubiquitination,11,9,26,3.50008618503,-2.63764086906
GO:0050821,"ENSG00000116288,ENSG00000214941,ENSG00000119048,ENSG00000159256,ENSG00000107937,ENSG00000111640,ENSG00000061676,ENSG00000144381,ENSG00000134265","PARK7,ZSWIM7,UBE2B,MORC3,GTPBP4,GAPDH,NCKAP1,HSPD1,NAPG",biological_process,protein stabilization,11,9,79,3.50008618503,-2.63764086906
GO:0007411,"ENSG00000149557,ENSG00000204435,ENSG00000177885,ENSG00000099204,ENSG00000163539,ENSG00000074054,ENSG00000113657,ENSG00000077254,ENSG00000149269,ENSG00000096384,ENSG00000161203,ENSG00000067560,ENSG00000133026,ENSG00000141367,ENSG00000080824,ENSG00000042753,ENSG00000070831,ENSG00000101266,ENSG00000112186,ENSG00000164885,ENSG00000092841,ENSG00000082701,ENSG00000136238,ENSG00000075624,ENSG00000172757","FEZ1,CSNK2B,GRB2,ABLIM1,CLASP2,CLASP1,DPYSL3,USP33,PAK1,HSP90AB1,AP2M1,RHOA,MYH10,CLTC,HSP90AA1,AP2S1,CDC42,CSNK2A1,CAP2,CDK5,MYL6,GSK3B,RAC1,ACTB,CFL1",biological_process,axon guidance,34,25,341,3.38340210254,-2.75432495155
